questionId,title,titleSlug,difficulty,topic
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,MEDIUM,DP
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,HARD,DP
1690,Stone Game VII,stone-game-vii,MEDIUM,DP
1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,HARD,DP
1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies,HARD,DP
1696,Jump Game VI,jump-game-vi,MEDIUM,DP
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,HARD,DP
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,HARD,DP
1728,Cat and Mouse II,cat-and-mouse-ii,HARD,DP
1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,HARD,DP
1745,Palindrome Partitioning IV,palindrome-partitioning-iv,HARD,DP
1746,Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation,MEDIUM,DP
1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,MEDIUM,DP
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,HARD,DP
1755,Closest Subsequence Sum,closest-subsequence-sum,HARD,DP
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,HARD,DP
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,HARD,DP
1774,Closest Dessert Cost,closest-dessert-cost,MEDIUM,DP
1786,Number of Restricted Paths From First to Last Node,number-of-restricted-paths-from-first-to-last-node,MEDIUM,DP
1787,Make the XOR of All Segments Equal to Zero,make-the-xor-of-all-segments-equal-to-zero,HARD,DP
1799,Maximize Score After N Operations,maximize-score-after-n-operations,HARD,DP
1815,Maximum Number of Groups Getting Fresh Donuts,maximum-number-of-groups-getting-fresh-donuts,HARD,DP
1824,Minimum Sideway Jumps,minimum-sideway-jumps,MEDIUM,DP
1857,Largest Color Value in a Directed Graph,largest-color-value-in-a-directed-graph,HARD,DP
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,number-of-ways-to-rearrange-sticks-with-k-sticks-visible,HARD,DP
1871,Jump Game VII,jump-game-vii,MEDIUM,DP
1872,Stone Game VIII,stone-game-viii,HARD,DP
1879,Minimum XOR Sum of Two Arrays,minimum-xor-sum-of-two-arrays,HARD,DP
1883,Minimum Skips to Arrive at Meeting On Time,minimum-skips-to-arrive-at-meeting-on-time,HARD,DP
1884,Egg Drop With 2 Eggs and N Floors,egg-drop-with-2-eggs-and-n-floors,MEDIUM,DP
1888,Minimum Number of Flips to Make the Binary String Alternating,minimum-number-of-flips-to-make-the-binary-string-alternating,MEDIUM,DP
1896,Minimum Cost to Change the Final Value of Expression,minimum-cost-to-change-the-final-value-of-expression,HARD,DP
1900,The Earliest and Latest Rounds Where Players Compete,the-earliest-and-latest-rounds-where-players-compete,HARD,DP
1908,Game of Nim,game-of-nim,MEDIUM,DP
1911,Maximum Alternating Subsequence Sum,maximum-alternating-subsequence-sum,MEDIUM,DP
1916,Count Ways to Build Rooms in an Ant Colony,count-ways-to-build-rooms-in-an-ant-colony,HARD,DP
1928,Minimum Cost to Reach Destination in Time,minimum-cost-to-reach-destination-in-time,HARD,DP
1931,Painting a Grid With Three Different Colors,painting-a-grid-with-three-different-colors,HARD,DP
1937,Maximum Number of Points with Cost,maximum-number-of-points-with-cost,MEDIUM,DP
1947,Maximum Compatibility Score Sum,maximum-compatibility-score-sum,MEDIUM,DP
1955,Count Number of Special Subsequences,count-number-of-special-subsequences,HARD,DP
1959,Minimum Total Space Wasted With K Resizing Operations,minimum-total-space-wasted-with-k-resizing-operations,MEDIUM,DP
1976,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination,MEDIUM,DP
1977,Number of Ways to Separate Numbers,number-of-ways-to-separate-numbers,HARD,DP
1981,Minimize the Difference Between Target and Chosen Elements,minimize-the-difference-between-target-and-chosen-elements,MEDIUM,DP
1986,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks,MEDIUM,DP
1987,Number of Unique Good Subsequences,number-of-unique-good-subsequences,HARD,DP
1994,The Number of Good Subsets,the-number-of-good-subsets,HARD,DP
1997,First Day Where You Have Been in All the Rooms,first-day-where-you-have-been-in-all-the-rooms,MEDIUM,DP
2002,Maximum Product of the Length of Two Palindromic Subsequences,maximum-product-of-the-length-of-two-palindromic-subsequences,MEDIUM,DP
2003,Smallest Missing Genetic Value in Each Subtree,smallest-missing-genetic-value-in-each-subtree,HARD,DP
2005,Subtree Removal Game with Fibonacci Tree,subtree-removal-game-with-fibonacci-tree,HARD,DP
2008,Maximum Earnings From Taxi,maximum-earnings-from-taxi,MEDIUM,DP
2019,The Score of Students Solving Math Expression,the-score-of-students-solving-math-expression,HARD,DP
2035,Partition Array Into Two Arrays to Minimize Sum Difference,partition-array-into-two-arrays-to-minimize-sum-difference,HARD,DP
2036,Maximum Alternating Subarray Sum,maximum-alternating-subarray-sum,MEDIUM,DP
2050,Parallel Courses III,parallel-courses-iii,HARD,DP
2052,Minimum Cost to Separate Sentence Into Rows,minimum-cost-to-separate-sentence-into-rows,MEDIUM,DP
2054,Two Best Non-Overlapping Events,two-best-non-overlapping-events,MEDIUM,DP
2060,Check if an Original String Exists Given Two Encoded Strings,check-if-an-original-string-exists-given-two-encoded-strings,HARD,DP
2063,Vowels of All Substrings,vowels-of-all-substrings,MEDIUM,DP
2086,Minimum Number of Food Buckets to Feed the Hamsters,minimum-number-of-food-buckets-to-feed-the-hamsters,MEDIUM,DP
2088,Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,HARD,DP
2100,Find Good Days to Rob the Bank,find-good-days-to-rob-the-bank,MEDIUM,DP
2110,Number of Smooth Descent Periods of a Stock,number-of-smooth-descent-periods-of-a-stock,MEDIUM,DP
2127,Maximum Employees to Be Invited to a Meeting,maximum-employees-to-be-invited-to-a-meeting,HARD,DP
2140,Solving Questions With Brainpower,solving-questions-with-brainpower,MEDIUM,DP
2143,Choose Numbers From Two Arrays in Range,choose-numbers-from-two-arrays-in-range,HARD,DP
2147,Number of Ways to Divide a Long Corridor,number-of-ways-to-divide-a-long-corridor,HARD,DP
2152,Minimum Number of Lines to Cover Points,minimum-number-of-lines-to-cover-points,MEDIUM,DP
2163,Minimum Difference in Sums After Removal of Elements,minimum-difference-in-sums-after-removal-of-elements,HARD,DP
2167,Minimum Time to Remove All Cars Containing Illegal Goods,minimum-time-to-remove-all-cars-containing-illegal-goods,HARD,DP
2172,Maximum AND Sum of Array,maximum-and-sum-of-array,HARD,DP
2184,Number of Ways to Build Sturdy Brick Wall,number-of-ways-to-build-sturdy-brick-wall,MEDIUM,DP
2188,Minimum Time to Finish the Race,minimum-time-to-finish-the-race,HARD,DP
2189,Number of Ways to Build House of Cards,number-of-ways-to-build-house-of-cards,MEDIUM,DP
2209,Minimum White Tiles After Covering With Carpets,minimum-white-tiles-after-covering-with-carpets,HARD,DP
2218,Maximum Value of K Coins From Piles,maximum-value-of-k-coins-from-piles,HARD,DP
2222,Number of Ways to Select Buildings,number-of-ways-to-select-buildings,MEDIUM,DP
2247,Maximum Cost of Trip With K Highways,maximum-cost-of-trip-with-k-highways,HARD,DP
2262,Total Appeal of A String,total-appeal-of-a-string,HARD,DP
2263,Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,HARD,DP
2266,Count Number of Texts,count-number-of-texts,MEDIUM,DP
2267, Check if There Is a Valid Parentheses String Path,check-if-there-is-a-valid-parentheses-string-path,HARD,DP
2272,Substring With Largest Variance,substring-with-largest-variance,HARD,DP
2289,Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,MEDIUM,DP
2291,Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,MEDIUM,DP
2297,Jump Game VIII,jump-game-viii,MEDIUM,DP
2304,Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid,MEDIUM,DP
2305,Fair Distribution of Cookies,fair-distribution-of-cookies,MEDIUM,DP
2310,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,MEDIUM,DP
2311,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,MEDIUM,DP
2312,Selling Pieces of Wood,selling-pieces-of-wood,HARD,DP
2313,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,HARD,DP
2318,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,HARD,DP
2320,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,MEDIUM,DP
2321,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,HARD,DP
2327,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,MEDIUM,DP
2328,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,HARD,DP
2338,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,HARD,DP
2355,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,HARD,DP
2361,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,HARD,DP
2369,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,MEDIUM,DP
2370,Longest Ideal Subsequence,longest-ideal-subsequence,MEDIUM,DP
2376,Count Special Integers,count-special-integers,HARD,DP
2378,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,MEDIUM,DP
2380,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,MEDIUM,DP
2393,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,MEDIUM,DP
2400,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,MEDIUM,DP
2403,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,HARD,DP
2407,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,HARD,DP
2420,Find All Good Indices,find-all-good-indices,MEDIUM,DP
2430,Maximum Deletions on a String,maximum-deletions-on-a-string,HARD,DP
2431,Maximize Total Tastiness of Purchased Fruits,maximize-total-tastiness-of-purchased-fruits,MEDIUM,DP
2435,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,HARD,DP
2436,Minimum Split Into Subarrays With GCD Greater Than One,minimum-split-into-subarrays-with-gcd-greater-than-one,MEDIUM,DP
2439,Minimize Maximum of Array,minimize-maximum-of-array,MEDIUM,DP
2463,Minimum Total Distance Traveled,minimum-total-distance-traveled,HARD,DP
2464,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,MEDIUM,DP
2466,Count Ways To Build Good Strings,count-ways-to-build-good-strings,MEDIUM,DP
2472,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,HARD,DP
2478,Number of Beautiful Partitions,number-of-beautiful-partitions,HARD,DP
2484,Count Palindromic Subsequences,count-palindromic-subsequences,HARD,DP
2495,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,MEDIUM,DP
2501,Longest Square Streak in an Array,longest-square-streak-in-an-array,MEDIUM,DP
2510,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,MEDIUM,DP
2518,Number of Great Partitions,number-of-great-partitions,HARD,DP
2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,MEDIUM,DP
2533,Number of Good Binary Strings,number-of-good-binary-strings,MEDIUM,DP
2538,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,HARD,DP
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,HARD,DP
2552,Count Increasing Quadruplets,count-increasing-quadruplets,HARD,DP
2556,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,MEDIUM,DP
2560,House Robber IV,house-robber-iv,MEDIUM,DP
2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,MEDIUM,DP
2572,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,MEDIUM,DP
2573,Find the String with LCP,find-the-string-with-lcp,HARD,DP
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,HARD,DP
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,HARD,DP
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,MEDIUM,DP
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,MEDIUM,DP
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,MEDIUM,DP
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,HARD,DP
2638,Count the Number of K-Free Subsets,count-the-number-of-k-free-subsets,MEDIUM,DP
2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,MEDIUM,DP
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,HARD,DP
2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,MEDIUM,DP
2681,Power of Heroes,power-of-heroes,HARD,DP
2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,MEDIUM,DP
2707,Extra Characters in a String,extra-characters-in-a-string,MEDIUM,DP
2708,Maximum Strength of a Group,maximum-strength-of-a-group,MEDIUM,DP
2712,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,MEDIUM,DP
2713,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,HARD,DP
2719,Count of Integers,count-of-integers,HARD,DP
2741,Special Permutations,special-permutations,MEDIUM,DP
2742,Painting the Walls,painting-the-walls,HARD,DP
2745,Construct the Longest New String,construct-the-longest-new-string,MEDIUM,DP
2746,Decremental String Concatenation,decremental-string-concatenation,MEDIUM,DP
2750,Ways to Split Array Into Good Subarrays,ways-to-split-array-into-good-subarrays,MEDIUM,DP
2767,Partition String Into Minimum Beautiful Substrings,partition-string-into-minimum-beautiful-substrings,MEDIUM,DP
2770,Maximum Number of Jumps to Reach the Last Index,maximum-number-of-jumps-to-reach-the-last-index,MEDIUM,DP
2771,Longest Non-decreasing Subarray From Two Arrays,longest-non-decreasing-subarray-from-two-arrays,MEDIUM,DP
2786,Visit Array Positions to Maximize Score,visit-array-positions-to-maximize-score,MEDIUM,DP
2787,Ways to Express an Integer as Sum of Powers,ways-to-express-an-integer-as-sum-of-powers,MEDIUM,DP
2791,Count Paths That Can Form a Palindrome in a Tree,count-paths-that-can-form-a-palindrome-in-a-tree,HARD,DP
2801,Count Stepping Numbers in Range,count-stepping-numbers-in-range,HARD,DP
2809,Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,HARD,DP
2811,Check if it is Possible to Split Array,check-if-it-is-possible-to-split-array,MEDIUM,DP
2826,Sorting Three Groups,sorting-three-groups,MEDIUM,DP
2827,Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,HARD,DP
2830,Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,MEDIUM,DP
2836,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,HARD,DP
2850,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,MEDIUM,DP
2851,String Transformation,string-transformation,HARD,DP
2858,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,HARD,DP
2867,Count Valid Paths in a Tree,count-valid-paths-in-a-tree,HARD,DP
2876,Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,HARD,DP
2892,Minimizing Array After Replacing Pairs With Their Product,minimizing-array-after-replacing-pairs-with-their-product,MEDIUM,DP
2896,Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,MEDIUM,DP
2900,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,EASY,DP
2901,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,MEDIUM,DP
2902,Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,HARD,DP
2911,Minimum Changes to Make K Semi-palindromes,minimum-changes-to-make-k-semi-palindromes,HARD,DP
2912,Number of Ways to Reach Destination in the Grid,number-of-ways-to-reach-destination-in-the-grid,HARD,DP
2915,Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,MEDIUM,DP
2916,Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,HARD,DP
2919,Minimum Increment Operations to Make Array Beautiful,minimum-increment-operations-to-make-array-beautiful,MEDIUM,DP
2920,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,HARD,DP
2925,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,MEDIUM,DP
2926,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,HARD,DP
2930,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,MEDIUM,DP
2944,Minimum Number of Coins for Fruits,minimum-number-of-coins-for-fruits,MEDIUM,DP
2945,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,HARD,DP
2957,Remove Adjacent Almost-Equal Characters,remove-adjacent-almost-equal-characters,MEDIUM,DP
2969,Minimum Number of Coins for Fruits II,minimum-number-of-coins-for-fruits-ii,HARD,DP
2973,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,HARD,DP
2977,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,HARD,DP
2979,Most Expensive Item That Can Not Be Bought,most-expensive-item-that-can-not-be-bought,MEDIUM,DP
2992,Number of Self-Divisible Permutations,number-of-self-divisible-permutations,MEDIUM,DP
2998,Minimum Number of Operations to Make X and Y Equal,minimum-number-of-operations-to-make-x-and-y-equal,MEDIUM,DP
2999,Count the Number of Powerful Integers,count-the-number-of-powerful-integers,HARD,DP
3003,Maximize the Number of Partitions After Operations,maximize-the-number-of-partitions-after-operations,HARD,DP
3004,Maximum Subtree of the Same Color,maximum-subtree-of-the-same-color,MEDIUM,DP
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,MEDIUM,DP
3018,Maximum Number of Removal Queries That Can Be Processed I,maximum-number-of-removal-queries-that-can-be-processed-i,HARD,DP
3032,Count Numbers With Unique Digits II,count-numbers-with-unique-digits-ii,EASY,DP
3040,Maximum Number of Operations With the Same Score II,maximum-number-of-operations-with-the-same-score-ii,MEDIUM,DP
3041,Maximize Consecutive Elements in an Array After Modification,maximize-consecutive-elements-in-an-array-after-modification,HARD,DP
3068,Find the Maximum Sum of Node Values,find-the-maximum-sum-of-node-values,HARD,DP
3077,Maximum Strength of K Disjoint Subarrays,maximum-strength-of-k-disjoint-subarrays,HARD,DP
3082,Find the Sum of the Power of All Subsequences,find-the-sum-of-the-power-of-all-subsequences,HARD,DP
3098,Find the Sum of Subsequence Powers,find-the-sum-of-subsequence-powers,HARD,DP
3117,Minimum Sum of Values by Dividing Array,minimum-sum-of-values-by-dividing-array,HARD,DP
3122,Minimum Number of Operations to Satisfy Conditions,minimum-number-of-operations-to-satisfy-conditions,MEDIUM,DP
3129,Find All Possible Stable Binary Arrays I,find-all-possible-stable-binary-arrays-i,MEDIUM,DP
3130,Find All Possible Stable Binary Arrays II,find-all-possible-stable-binary-arrays-ii,HARD,DP
3135,Equalize Strings by Adding or Removing Characters at Ends,equalize-strings-by-adding-or-removing-characters-at-ends,MEDIUM,DP
3144,Minimum Substring Partition of Equal Character Frequency,minimum-substring-partition-of-equal-character-frequency,MEDIUM,DP
3148,Maximum Difference Score in a Grid,maximum-difference-score-in-a-grid,MEDIUM,DP
3149,Find the Minimum Cost Array Permutation,find-the-minimum-cost-array-permutation,HARD,DP
3154,Find Number of Ways to Reach the K-th Stair,find-number-of-ways-to-reach-the-k-th-stair,HARD,DP
3165,Maximum Sum of Subsequence With Non-adjacent Elements,maximum-sum-of-subsequence-with-non-adjacent-elements,HARD,DP
3176,Find the Maximum Length of a Good Subsequence I,find-the-maximum-length-of-a-good-subsequence-i,MEDIUM,DP
3177,Find the Maximum Length of a Good Subsequence II,find-the-maximum-length-of-a-good-subsequence-ii,HARD,DP
3180,Maximum Total Reward Using Operations I,maximum-total-reward-using-operations-i,MEDIUM,DP
3181,Maximum Total Reward Using Operations II,maximum-total-reward-using-operations-ii,HARD,DP
3183,The Number of Ways to Make the Sum,the-number-of-ways-to-make-the-sum,MEDIUM,DP
3186,Maximum Total Damage With Spell Casting,maximum-total-damage-with-spell-casting,MEDIUM,DP
3192,Minimum Operations to Make Binary Array Elements Equal to One II,minimum-operations-to-make-binary-array-elements-equal-to-one-ii,MEDIUM,DP
3193,Count the Number of Inversions,count-the-number-of-inversions,HARD,DP
3196,Maximize Total Cost of Alternating Subarrays,maximize-total-cost-of-alternating-subarrays,MEDIUM,DP
3201,Find the Maximum Length of Valid Subsequence I,find-the-maximum-length-of-valid-subsequence-i,MEDIUM,DP
3202,Find the Maximum Length of Valid Subsequence II,find-the-maximum-length-of-valid-subsequence-ii,MEDIUM,DP
3205,Maximum Array Hopping Score I,maximum-array-hopping-score-i,MEDIUM,DP
3213,Construct String with Minimum Cost,construct-string-with-minimum-cost,HARD,DP
3218,Minimum Cost for Cutting Cake I,minimum-cost-for-cutting-cake-i,MEDIUM,DP
3225,Maximum Score From Grid Operations,maximum-score-from-grid-operations,HARD,DP
3229,Minimum Operations to Make Array Equal to Target,minimum-operations-to-make-array-equal-to-target,HARD,DP
3241,Time Taken to Mark All Nodes,time-taken-to-mark-all-nodes,HARD,DP
3247,Number of Subsequences with Odd Sum,number-of-subsequences-with-odd-sum,MEDIUM,DP
3250,Find the Count of Monotonic Pairs I,find-the-count-of-monotonic-pairs-i,HARD,DP
3251,Find the Count of Monotonic Pairs II,find-the-count-of-monotonic-pairs-ii,HARD,DP
3256,Maximum Value Sum by Placing Three Rooks I,maximum-value-sum-by-placing-three-rooks-i,HARD,DP
3257,Maximum Value Sum by Placing Three Rooks II,maximum-value-sum-by-placing-three-rooks-ii,HARD,DP
3259,Maximum Energy Boost From Two Drinks,maximum-energy-boost-from-two-drinks,MEDIUM,DP
3260,Find the Largest Palindrome Divisible by K,find-the-largest-palindrome-divisible-by-k,HARD,DP
3269,Constructing Two Increasing Arrays,constructing-two-increasing-arrays,HARD,DP
3276,Select Cells in Grid With Maximum Score,select-cells-in-grid-with-maximum-score,HARD,DP
3277,Maximum XOR Score Subarray Queries,maximum-xor-score-subarray-queries,HARD,DP
3284,Sum of Consecutive Subarrays,sum-of-consecutive-subarrays,MEDIUM,DP
3287,Find the Maximum Sequence Value of Array,find-the-maximum-sequence-value-of-array,HARD,DP
3290,Maximum Multiplication Score,maximum-multiplication-score,MEDIUM,DP
3291,Minimum Number of Valid Strings to Form Target I,minimum-number-of-valid-strings-to-form-target-i,MEDIUM,DP
3292,Minimum Number of Valid Strings to Form Target II,minimum-number-of-valid-strings-to-form-target-ii,HARD,DP
3299,Sum of Consecutive Subsequences,sum-of-consecutive-subsequences,HARD,DP
3302,Find the Lexicographically Smallest Valid Sequence,find-the-lexicographically-smallest-valid-sequence,MEDIUM,DP
3316,Find Maximum Removals From Source String,find-maximum-removals-from-source-string,MEDIUM,DP
3317,Find the Number of Possible Ways for an Event,find-the-number-of-possible-ways-for-an-event,HARD,DP
3320,Count The Number of Winning Sequences,count-the-number-of-winning-sequences,HARD,DP
3332,Maximum Points Tourist Can Earn,maximum-points-tourist-can-earn,MEDIUM,DP
3333,Find the Original Typed String II,find-the-original-typed-string-ii,HARD,DP
3335,Total Characters in String After Transformations I,total-characters-in-string-after-transformations-i,MEDIUM,DP
3336,Find the Number of Subsequences With Equal GCD,find-the-number-of-subsequences-with-equal-gcd,HARD,DP
3337,Total Characters in String After Transformations II,total-characters-in-string-after-transformations-ii,HARD,DP
3339,Find the Number of K-Even Arrays,find-the-number-of-k-even-arrays,MEDIUM,DP
3343,Count Number of Balanced Permutations,count-number-of-balanced-permutations,HARD,DP
3351,Sum of Good Subsequences,sum-of-good-subsequences,HARD,DP
3352,Count K-Reducible Numbers Less Than N,count-k-reducible-numbers-less-than-n,HARD,DP
3363,Find the Maximum Number of Fruits Collected,find-the-maximum-number-of-fruits-collected,HARD,DP
3366,Minimum Array Sum,minimum-array-sum,MEDIUM,DP
3367,Maximize Sum of Weights after Edge Removals,maximize-sum-of-weights-after-edge-removals,HARD,DP
3376,Minimum Time to Break Locks I,minimum-time-to-break-locks-i,MEDIUM,DP
3388,Count Beautiful Splits in an Array,count-beautiful-splits-in-an-array,MEDIUM,DP
3389,Minimum Operations to Make Character Frequencies Equal,minimum-operations-to-make-character-frequencies-equal,HARD,DP
3393,Count Paths With the Given XOR Value,count-paths-with-the-given-xor-value,MEDIUM,DP
3409,Longest Subsequence With Decreasing Adjacent Difference,longest-subsequence-with-decreasing-adjacent-difference,MEDIUM,DP
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,HARD,DP
3414,Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,HARD,DP
3418,Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,MEDIUM,DP
3428,Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,MEDIUM,DP
3429,Paint House IV,paint-house-iv,MEDIUM,DP
3434,Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,MEDIUM,DP
3441,Minimum Cost Good Caption,minimum-cost-good-caption,HARD,DP
3444,Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,HARD,DP
3448,Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,HARD,DP
3458,Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,MEDIUM,DP
3459,Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,HARD,DP
3466,Maximum Coin Collection ,maximum-coin-collection,MEDIUM,DP
3469,Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,MEDIUM,DP
3472,Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,MEDIUM,DP
3473,Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,MEDIUM,DP
3489,Zero Array Transformation IV,zero-array-transformation-iv,MEDIUM,DP
3490,Count Beautiful Numbers,count-beautiful-numbers,HARD,DP
3500,Minimum Cost to Divide Array Into Subarrays,minimum-cost-to-divide-array-into-subarrays,HARD,DP
3503,Longest Palindrome After Substring Concatenation I,longest-palindrome-after-substring-concatenation-i,MEDIUM,DP
3504,Longest Palindrome After Substring Concatenation II,longest-palindrome-after-substring-concatenation-ii,HARD,DP
3505,Minimum Operations to Make Elements Within K Subarrays Equal,minimum-operations-to-make-elements-within-k-subarrays-equal,HARD,DP
3509,Maximum Product of Subsequences With an Alternating Sum Equal to K,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,HARD,DP
3519,Count Numbers with Non-Decreasing Digits ,count-numbers-with-non-decreasing-digits,HARD,DP
3524,Find X Value of Array I,find-x-value-of-array-i,MEDIUM,DP
3530,Maximum Profit from Valid Topological Order in DAG,maximum-profit-from-valid-topological-order-in-dag,HARD,DP
3533,Concatenated Divisibility,concatenated-divisibility,HARD,DP
3534,Path Existence Queries in a Graph II,path-existence-queries-in-a-graph-ii,HARD,DP
